State/Region P_code,Division/State (Myanmar),Division/State ,Township  (Myanmar),Township ,Type (Myanmar),Type,Name (Myanmar),Name,Latitude,Longitude,Phone Number,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္သရဖူ,Aung Tharaphu,21.894834,96.357801,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေငြဇင္ေယာ္,Ngwe Zin Yaw,21.89368,96.35823,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လိုက္တ္,Light,22.033831,96.492717,09 40252 2387,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထြန္းေတာက္ႀကယ္,Htun Tauk Kyal,22.032197,96.474656,09 256 113 381,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နက္ပြိဳင့္,Net Point,22.038432,96.489816,09 961 178881,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Service,စိုးကမာၻ,Soe Kabar ,21.947242,96.397398,09 791 142354,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဘိုဘိုရိုင္,Bo Bo Rai,22.074165,96.507831,09 777 701948,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စည္းလံုးမႈ,Unity,22.0286,96.464442,09 204 4451,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထူး,Htoo,21.896052,96.35849,09 970 868734,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေက်ာ္,Kyaw,22.024795,96.46384,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နွင္းဆီ,Rose,22.027638,96.464641,085 23 047,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရာင္ျပန္,Yaung Pyan,22.026731,96.462829,09 785 232937,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,ဓာတ္အားခြဲရံု,Electrical Substation,ေဒးမိသားစု,Dey Family,22.025745,96.467045,09 42228 4118,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,ေရာင္နီဦး,Yaung Ni Oo,22.029952,96.495496,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ျပင္ဦးလြင္ျမိဳ ့,Pyin Oo Lwin,လ်ွပ္စစ္ပစၥည္းကုမၸဏီ,Electronic Security Co.Ltd,လူးစစ္,LUSiS,22.025089,96.488737,09 509 4247,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,ဓာတ္အားခြဲရံု,Electrical Substation,လ်ွပ္စစ္နွင့္၀န္ႀကီးဌာန,Electronic and Ministry,22.002025,96.163391,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စကိုင္း,SKY,21.99727,96.160293,09 44400 7448,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ရႈိင္း,Shine,21.989208,96.157333,09 696 933245,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟိန္း,Hein,21.989193,96.159544,09 40004 3213,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပရိုအက္တစ္,PROACTIVE,21.991898,96.1582146,09 91023120,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ပုသိမ္ႀကီးျမိဳ ့,Patheingyi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထိပ္တန္း,HtakeTan,21.991172,96.158067,09 973 008228,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,ျမိဳ ့နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,Electrical Power Office,လ်ွပ္စစ္ရံုး,Electric Office,21.919308,96.131622,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,ျမိဳ ့နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,Electrical Power Office,ခ်မ္းေျမ့သာစည္လ်ွပ္စစ္ရံုး,ChanMyaTharZi EPC ,21.928696,96.11617,09 431 01787,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,Electronic Service,ႀကည္္ခိုင္ထြန္း,KyiKhineTun,21.936776,96.110197,09 44103 8155,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,Electronic Service,လမင္းသာ,LaMinThar,21.936924,96.104536,09 259 607 205,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းျပဳျပဳင္ေရး,Electronic Service,နီယြန္,NiYon,21.934327,96.106246,09 978 501134,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဆိုလာ,Solar,21.933187,96.109247,09 42680 2461,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,သန္းထိုက္ေအာင္,Than Htike Aung,21.900675,96.107935,09 261 337 559,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖိလစ္,Philips,21.950493,96.111139,09 44231 1169,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ရွိုင္းမြန္း,Shine Moon,21.941089,96.106264,09 790 130187,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လင္းထက္လ်ွပ္စစ္,Lin Htet Electronic,21.944786,96.076779,09 42025 3253,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဂရင္းလ်ွပ္စစ္,Green Electronic Store,21.941761,96.133738,09 765 406747,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ခိုင္ေရႊ၀ါ,Khaing Shwe War Electric Shop,21.934884,96.10917,09 263 120 005,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မ်ိဳးသိန္း,MT,21.942637,96.09311,02 200 0075,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအာင္,Aung,21.933138,96.108859,02 82 082,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေတာ့လိုက္,Top Light,21.927501,96.112191,09 44102 0038,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကုိခင္ေဇာ္,Ko Khin Zaw,21.933121,96.109928,02 80 764,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ခင္ဦးကမၻာကုမၸဏီ,"Khin Oo Gabar Co.,Ltd",21.933142,96.10881,02 82 082,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လက္ခ်္မီး,Laxmi,21.931321,96.107913,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရာင္ျခည္သစ္,Yaung Chi Thit,21.922068,96.123538,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ရႈိင္း,Shine,21.920878,96.12326,09 40365 5696,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေမာ္ဒန္,Modern,21.923404,96.12186,09 798 655330,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နဂါး၂,Dragon II,21.938602,96.09758,09 767 677102,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,တကၠဳမုန,"Takumura(Myanmar)Technology Co.,Ltd",21.944125,96.076735,09 767 665368,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေကာင္းမင္း,Kaung Min,21.943314,96.074799,09 431 00908,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မိုးျမင့္စံ,Moe Myint San,21.94366,96.084851,09 44870 0870,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နီရြန္အလင္း,Neo Light,21.946049,96.085604,09 257 205 111,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စိမ္းနုေ၀,Sein Nu Wai,21.953376,96.085512,09 256 119 176,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စိုးစိုး,Soe Soe,21.939281,96.098886,09 44420 6604,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုရဲ,Ko Yee,21.928729,96.10794,09 259 023 764,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အေမ့အိမ္,Mother's Home,21.9302,96.071665,09 40257 1255,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စကိုင္း,Sky,21.919761,96.130852,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မႏၱလာ,Mandalar,21.946319,96.085823,09 430 62951,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,နစ္ဘန္း,Nibban,21.912929,96.110388,09 44259 9919,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊျမင့္မိုရ္,Shwe Myint Mo,21.947749,96.123918,09 259 471 747,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ပုတံုမိသားစု,PuTone Family,21.946703,96.121283,09 977 345956,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေအ ေက တီ,A.K.T,21.932676,96.133518,09 259 063 564,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လင္း,Linn,21.945195,96.07872,09 40251 0400,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေငြစိုးလင္း,Ngwe Soe Lin,21.979947,96.076831,09 974 418118,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုခင္ေဇာ္ဆုိင္ခြဲ၂,Ko Kin Zaw Branch(2),21.932765,96.123941,02 81 824,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေငြႀကယ္ျဖဴ,Ngwe Kyal Phyu,21.940393,96.107847,09 45829 7855,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အလင္းအိမ္,Light House,21.931496,96.110772,02 82 001,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စြမ္းအား,Power,21.931321,96.110724,09 964 035034,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စူပါေတာ့,Super Top,21.929292,96.110254,09 979 731186,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ႀကည္္ခိုင္ထြန္း,KyiKhineTun,21.936776,96.110197,09 44103 8155,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မာလ္တီသန္းဦး,Multi Than Oo,21.933189,96.109207,02 403 4753,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,စကိုင္းမိုး,Sky Moe,21.934456,96.105787,09 431 53000,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လိုင္းရြန္း,Lion,21.923614,96.094916,09 202 0355,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ျပည့္ရွင္,Pyae Shin,21.939211,96.103802,09 787 878805,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းျမသာစည္ျမိဳ ့,ChanMyaThaZi,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,မဂၤလာမႏၱေလး,MingalarMandalay,21.94175,96.092618,,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electrical Substation,ခင္ေမာင္ညႊန့္ ထရိတ္ဒီး,"Khin Maung Nyunt Trading Co.,Ltd",21.982775,96.085899,02 406 8423,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ဓာတ္အားျဖန့္ျဖဴးေရး,Electrical Substation,၀ါခင္ကုန္း,War Khin Kone Sub-Station,21.969479,96.121401,02 77 330,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,၈၁လ်ွပ္စစ္,81 Electronic,21.973774,96.089002,09 789 818181,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,လုပ္သား,Lote Thar,21.983169,96.07918,09 431 56112,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,ဇက္အီးပီ,ZEP Electronic Sales and Service Center,21.97672,96.079271,09 910 53283,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Service,ဒရင္း,Dream Electronic Service,21.978994,96.07984,09 40260 1385,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,Electronic Store,ဇက္အီးပီ,ZEP Electronic Sales and Service Center,21.97672,96.079271,09 910 53283,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဇာနီ,Zarni,21.959956,96.077006,02 68 133,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,တက္ကနိုလန္း,Technoland,21.96232,96.085741,09 976 018386,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,တိုရွီဘာ,Toshiba,21.982855,96.084191,02 402 4760,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကိုနိုင္နိုင္နွင့္ညီမ်ား,Ko Naing Naing and Brothers,21.979958,96.079066,02 64 424,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ကာဓီယာလိုက္,Kedia Light,21.982423,96.082852,02 36 242,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ထြန္းလင္းေအာင္,Htun Linn Aung ,21.974889,96.088211, ,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဗီအက္စ္ေကအင္တာေနရွင္နယ္,"VSK International Co.,Ltd",21.974351,96.088145,09 45718 6031,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ေရႊလင္းေရာင္,Shwe Linn Yaung,21.977816,96.078963,02 64 381,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,လင္းလင္းနိုင္,Lin Lin Naing,21.981563,96.07784,09 790 132841,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဖာဖယ္လာ,Farfalla,21.970893,96.086192,09 788 914814,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အီလက္ထရိုလက္,Electrolux,21.971074,96.086312,02 72 575,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,ဟိန္းဖ,Hein Fa,21.971458,96.087011,09 976 980506,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,သိန္းညႊန့္,Thein Nyutt,21.920727,96.089984,02 23 376,
MR005,မႏၱေလးတိုင္းေဒသႀကီး,Mandalay Division,ခ်မ္းေအးသာဇံျမိဳ ့,ChanAyeTharZan,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,Electronic Store,အီးစီးတီးစကြဲ,e City Square,21.969454,96.090283,09 910 13461,
