State/Region P_code,Division/State ,Township ,Type,Name,Latitude,Longitude,Phone Number,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Service,JBS,16.777487,96.159867,,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,200 Electronic,16.775276,96.163224,01252275,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Equal,16.777861,96.159843,09963666680,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Auto,16.778047,96.163325,095178346,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Golden Dragon,16.776492,96.161506,09254898112,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Via Myanmar,16.7735471,96.1657198,09263726330,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Panda,16.777777,96.160255,095008898,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,OTTO,16.7787317,96.1617155,09421163941,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Yamaha,16.777771,96.159869,09450026507,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Yazana,16.776961,96.163285,018380970,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,AA,16.774563,96.160846,01249592,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Technoland,16.775986,96.161295,09254839225,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,MC,16.776201,96.161523,01256136,,,,,
MR006,Yangon Division,Kyauk Ta Da,Electronic Store,Myo Win,16.772342,96.164182,09965107191,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,Winter Loop,16.774683,96.163203,01385504,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,Wai Yan,16.771187,96.164464,01398571,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,Zettabyte Plus,16.776341,96.170686,09967115831,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,JPl,16.773467,96.169617,09979522629,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,Tcl,16.773897,96.167872,018398931,,,,,
MR006,Yangon Division,Botahtaung,Electronic Store,Digital,16.77399,96.165032,095186809,,,,,
MR007,Ayeyarwady Division,Pathein,Electronic Store,Aung,16.778364,94.732458,042 23442,,,,,
MR007,Ayeyarwady Division,Pathein,Electronic Store,Kyaw,16.778364,94.738081,09 5200387,,,,,
MR007,Ayeyarwady Division,Pathein,Electronic Store,Aung Kyaw Thein,16.778364,94.731431,042 21268,,,,,
MR007,Ayeyarwady Division,Pathein,Electronic Store,TET Pathein,16.778364,94.726941,09 400212018,,,,,
MR007,Ayeyarwady Division,Kyaunggon,Electronic Store,Light,16.778364,95.187286,09 422513919,,,,,
MR007,Ayeyarwady Division,Lebutta,Electronic Store,Tun,16.778364,94.760746,,,,,,
MR007,Ayeyarwady Division,Maubin,Electronic Store,Shwe La Woon,16.778364,95.642083,,,,,,
MR007,Ayeyarwady Division,Maubin,Electronic Store,Ko Myo Myint,16.778364,95.655092,045 30920,,,,,
MR007,Ayeyarwady Division,Maubin,Electronic Store,Myat Mahar,16.778364,95.652823,09 960808089,,,,,
MR007,Ayeyarwady Division,Danubyu,Electronic Store,Zaw Gyi Mg Mg,16.778364,95.592823,,,,,,
MR007,Ayeyarwady Division,HinThaDa,Electronic Store,Nay Thurain,16.778364,95.460417,09 796931099,,,,,
MR007,Ayeyarwady Division,HinThaDa,Electronic Store,Zwe,16.778364,95.459671,,,,,,
MR007,Ayeyarwady Division,HinThaDa,Electronic Store,Ko Moe aung,16.778364,95.461065,09 422485359,,,,,
MR007,Ayeyarwady Division,HinThaDa,Electronic Store,Pyit Tine Htaung,16.778364,96.462918,044 21428,,,,,
MR007,Ayeyarwady Division,Myan Aung,Electronic Store,Zwe,16.778364,95.303297,09 792465877,,,,,
MR007,Ayeyarwady Division,Myaung Mya,Electronic Store,Ko San Win Htay Si Thu,16.778364,94.929753,09 777770082,,,,,
MR007,Ayeyarwady Division,Pyapon,Electronic Store,GRAND,16.778364,95.681252,09 252029655,,,,,
MR007,Ayeyarwady Division,Yegyi,Electronic Store,Nawarat,16.778364,95.118576,046 52190,,,,,
MR007,Ayeyarwady Division,Zalon,Electronic Store,Tun Mahar,16.778364,95.548481,09 799835496,,,,,
MR007,Ayeyarwady Division,Nyaung Don,Electronic Store,Thein Oo,17.046021,95.637762,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electrical Power Office,Ministry of Electricity and Energy,19.770493,96.133497,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electrical Power Office,Ministry of Electricity and Energy No.(2),19.787382,96.095751,067410207,,,,,
MR015,Nay Pyi Taw Union Territory,Ottarathiri,Electrical Power Office,Ottarathiri Electrical Power Office,19.825714,96.158025,,,,,,
MR015,Nay Pyi Taw Union Territory,Tatkone,Electrical Power Office,Tatkone Electrical Power Office,20.134925,96.198461,,,,,,
MR015,Nay Pyi Taw Union Territory,Zabuthiri,Electronic Store,Shwe Tharapy,19.7252349,96.1412743,09250106957,,,,,
MR015,Nay Pyi Taw Union Territory,Zabuthiri,Electronic Store,Krislite,19.725407,96.097639,,,,,,
MR015,Nay Pyi Taw Union Territory,Zabuthiri,Electronic Store,Thein Ayar,19.7260104,96.1441043,0931950925,,,,,
MR015,Nay Pyi Taw Union Territory,Lewe,Electronic Store,Linn Let,19.638185,96.111069,,,,,,
MR015,Nay Pyi Taw Union Territory,Lewe,Electronic Store,Aung Hein,19.641821,96.113181,09971344588,,,,,
MR015,Nay Pyi Taw Union Territory,Thar Wut Hti,Electronic Store,Yaung Chi Oo,19.527759,96.247351,09797908623,,,,,
MR015,Nay Pyi Taw Union Territory,Thar Wut Hti,Electronic Store,Shin Thant Aung,19.532509,96.254104,,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Ko Phoe Ni-Tine Chit,19.739862,96.206684,06721080,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,La Pyae Wun(I),19.73898,96.210793,06721111,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,La Pyae Wun(II),19.7388877,96.2084365,06722957,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Pyae Phyo,19.73937,96.206808,06723305,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Theik Di Pyae,19.75313,96.203218,06725591,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Silver Moon,19.740566,96.204124,06721568,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Nay Tagon,19.750853,96.198356,09402602307,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,U Tin Shwe,19.753636,96.201062,,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Store,Phyo Phyo Kywel,19.739562,96.207349,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,"Lighting Specialist Co.,Ltd",19.7322538,96.1065336,067420644,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Gandamar,19.7305564,96.106939,067421212,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Diamond Stm,19.738425,96.11868,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Kabar Kyaw,19.731747,96.107329,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Pwint Thit Sa,19.75114,96.086218,09973189963,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Phyo Phyo Kywel,19.743689,96.120414,,,,,,
MR015,Nay Pyi Taw Union Territory,Nay Pyi Taw,Electronic Store,Universal,19.741831,96.120115,09259271771,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,Kyaw Nan Taw,16.8218169,96.1458035,09420752832,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,Soe Myittar,19.871006,96.192934,09448545622,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,TTE Global,19.865536,96.175213,,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,Kyaw Star,19.871439,96.194775,,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,A Linn Yaung,19.877679,96.19534,0943048007,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electronic Store,Wa Lin Han,19.90955,96.205256,09420721751,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Service,Ye` Naing,19.749116,96.203448,09976638555,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electronic Service,Nyein Sat Khaing,19.755811,96.204669,09420739660,,,,,
MR015,Nay Pyi Taw Union Territory,Lewe,Electronic Service,Sunn Thit,19.639593,96.112472,,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electrical Substation,Pobbathiri Electrical Sub-station,19.863335,96.183919,,,,,,
MR015,Nay Pyi Taw Union Territory,Pobbathiri,Electrical Substation,"Min Min San Com.,Ltd",19.88102,96.181029,,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Electrical Substation,Pyinmana Substation (230kv),19.734674,96.233257,,,,,,
MR015,Nay Pyi Taw Union Territory,Pyinmana,Hydroelectric Power Plant,Upper Paung Laung Hydropower Station,19.756673,96.59094,,,,,,
